SURVEY: PS1MD
SNID:  PSc370330
OBS: 55192.5 i NULL  -1.341 7.196 nan -5.826
OBS: 55204.6 i NULL  -6.377 7.391 nan -1.258
OBS: 55207.6 i NULL  -0.899 6.831 nan -8.248
OBS: 55210.5 i NULL  5.211 10.315 -6.792 2.149
OBS: 55213.5 i NULL  3.368 6.776 -6.318 2.184
OBS: 55216.6 i NULL  -12.380 7.474 nan -0.655
OBS: 55219.5 i NULL  4.147 7.271 -6.544 1.904
OBS: 55222.4 i NULL  9.880 8.693 -7.487 0.955
OBS: 55231.4 i NULL  0.406 10.745 -4.021 28.743
OBS: 55234.5 i NULL  -8.155 9.233 nan -1.229
OBS: 55237.5 i NULL  -6.441 7.477 nan -1.260
OBS: 55240.5 i NULL  -8.651 7.648 nan -0.960
OBS: 55243.3 i NULL  -2.117 10.336 nan -5.302
OBS: 55246.3 i NULL  21.811 14.350 -8.347 0.714
OBS: 55249.5 i NULL  -6.789 10.097 nan -1.615
OBS: 55264.5 i NULL  17.751 16.866 -8.123 1.032
OBS: 55267.4 i NULL  12.091 10.779 -7.706 0.968
OBS: 55288.4 i NULL  -5.952 19.636 nan -3.582
OBS: 55303.3 i NULL  21.110 11.233 -8.311 0.578
OBS: 55306.2 i NULL  -1.616 11.816 nan -7.938
OBS: 55321.3 i NULL  0.971 10.461 -4.968 11.701
OBS: 55546.5 i NULL  -3.328 8.636 nan -2.818
OBS: 55561.6 i NULL  3.001 7.068 -6.193 2.557
OBS: 55567.5 i NULL  11.916 7.847 -7.690 0.715
OBS: 55570.6 i NULL  0.560 8.521 -4.370 16.530
OBS: 55576.6 i NULL  2.446 8.144 -5.971 3.616
OBS: 55588.6 i NULL  -0.584 7.444 nan -13.845
OBS: 55594.5 i NULL  9.564 9.628 -7.452 1.093
OBS: 55597.4 i NULL  1.097 8.155 -5.101 8.069
OBS: 55615.5 i NULL  -59.059 45.531 nan -0.837
OBS: 55633.3 i NULL  -1.838 8.956 nan -5.290
OBS: 55645.3 i NULL  6.309 6.837 -7.000 1.177
OBS: 55654.3 i NULL  3.275 9.451 -6.288 3.133
OBS: 55672.3 i NULL  -7.076 7.035 nan -1.079
OBS: 55675.3 i NULL  -2.316 7.736 nan -3.627
OBS: 55681.3 i NULL  -2.228 11.664 nan -5.685
OBS: 55945.5 i NULL  -1.075 6.287 nan -6.352
OBS: 55948.5 i NULL  20.762 10.346 -8.293 0.541
OBS: 55950.6 i NULL  3.555 7.054 -6.377 2.155
OBS: 55956.4 i NULL  -3.217 10.091 nan -3.406
OBS: 55960.5 i NULL  -9.847 7.548 nan -0.832
OBS: 55971.6 i NULL  3.486 11.589 -6.356 3.610
OBS: 55977.5 i NULL  15.610 10.151 -7.983 0.706
OBS: 55979.5 i NULL  5.563 10.424 -6.863 2.034
OBS: 55985.4 i NULL  0.038 7.090 -1.455 201.509
OBS: 55998.3 i NULL  110.036 40.183 -10.104 0.396
OBS: 56001.5 i NULL  140.431 11.067 -10.369 0.086
OBS: 56007.3 i NULL  229.990 9.752 -10.904 0.046
OBS: 56015.3 i NULL  280.169 11.141 -11.119 0.043
OBS: 56027.4 i NULL  222.177 11.281 -10.867 0.055
OBS: 56030.3 i NULL  184.349 10.227 -10.664 0.060
OBS: 56033.3 i NULL  161.490 8.967 -10.520 0.060
OBS: 56038.3 i NULL  132.949 8.159 -10.309 0.067
OBS: 56041.3 i NULL  108.804 8.664 -10.092 0.086
OBS: 56044.3 i NULL  110.340 8.321 -10.107 0.082
OBS: 56326.5 i NULL  -4.719 8.140 nan -1.873
OBS: 56337.5 i NULL  -4.544 6.861 nan -1.639
OBS: 56344.5 i NULL  27.906 18.744 -8.614 0.729
OBS: 56352.5 i NULL  43.257 14.413 -9.090 0.362
OBS: 56355.5 i NULL  10.886 10.584 -7.592 1.056
OBS: 56358.3 i NULL  2.946 10.479 -6.173 3.862
OBS: 56363.3 i NULL  20.402 16.684 -8.274 0.888
OBS: 56369.3 i NULL  -5.361 27.499 nan -5.570
OBS: 56385.4 i NULL  -0.948 10.230 nan -11.716
OBS: 56388.3 i NULL  4.287 10.475 -6.580 2.653
OBS: 56391.3 i NULL  3.895 8.526 -6.476 2.377
OBS: 56393.4 i NULL  0.774 9.150 -4.722 12.832
OBS: 56396.4 i NULL  -1.322 11.617 nan -9.538
OBS: 56399.3 i NULL  5.926 9.449 -6.932 1.731
OBS: 56411.4 i NULL  16.891 31.514 -8.069 2.026
OBS: 56414.3 i NULL  -4.602 10.760 nan -2.539
OBS: 56417.3 i NULL  -0.825 7.971 nan -10.485
OBS: 56422.3 i NULL  -4.181 6.500 nan -1.688
OBS: 56631.6 i NULL  -12.457 7.860 nan -0.685
OBS: 56638.6 i NULL  0.345 7.879 -3.845 24.796
OBS: 56656.6 i NULL  -5.111 8.054 nan -1.711
OBS: 56658.5 i NULL  26.915 9.036 -8.575 0.365
OBS: 56661.6 i NULL  -9.678 7.325 nan -0.822
OBS: 56668.5 i NULL  -2.297 8.780 nan -4.150
OBS: 56683.6 i NULL  -1.339 8.408 nan -6.820
OBS: 55163.6 z NULL  -2.151 10.995 nan -5.550
OBS: 55181.6 z NULL  1.976 9.884 -5.739 5.432
OBS: 55190.5 z NULL  0.838 7.946 -4.808 10.296
OBS: 55193.6 z NULL  -15.046 8.232 nan -0.594
OBS: 55208.6 z NULL  0.635 6.909 -4.507 11.810
OBS: 55211.5 z NULL  2.623 9.757 -6.047 4.039
OBS: 55214.5 z NULL  1.547 8.177 -5.473 5.741
OBS: 55218.6 z NULL  0.922 8.386 -4.912 9.875
OBS: 55220.5 z NULL  -0.446 11.972 nan -29.165
OBS: 55223.4 z NULL  -8.483 22.514 nan -2.881
OBS: 55232.5 z NULL  5.203 15.124 -6.791 3.156
OBS: 55235.5 z NULL  -3.027 10.874 nan -3.901
OBS: 55238.5 z NULL  -6.498 6.741 nan -1.126
OBS: 55241.4 z NULL  -0.294 10.108 nan -37.302
OBS: 55250.5 z NULL  1.927 14.879 -5.712 8.385
OBS: 55259.3 z NULL  12.468 13.098 -7.739 1.141
OBS: 55274.3 z NULL  197.808 86.824 -10.741 0.477
OBS: 55289.3 z NULL  4.019 10.739 -6.510 2.901
OBS: 55298.3 z NULL  16.162 14.639 -8.021 0.983
OBS: 55301.4 z NULL  -29.660 48.971 nan -1.793
OBS: 55304.3 z NULL  1.438 9.112 -5.394 6.880
OBS: 55571.5 z NULL  12.628 29.828 -7.753 2.565
OBS: 55577.6 z NULL  10.035 10.432 -7.504 1.129
OBS: 55586.6 z NULL  2.964 6.010 -6.180 2.201
OBS: 55589.6 z NULL  0.521 16.463 -4.293 34.281
OBS: 55592.6 z NULL  8.776 7.484 -7.358 0.926
OBS: 55595.5 z NULL  0.337 6.411 -3.819 20.660
OBS: 55631.3 z NULL  3.935 9.694 -6.487 2.675
OBS: 55634.3 z NULL  -12.251 7.168 nan -0.635
OBS: 55646.3 z NULL  5.592 9.752 -6.869 1.893
OBS: 55649.4 z NULL  -14.449 13.168 nan -0.990
OBS: 55652.4 z NULL  17.005 18.637 -8.076 1.190
OBS: 55673.3 z NULL  3.773 12.919 -6.442 3.718
OBS: 55676.3 z NULL  15.575 22.678 -7.981 1.581
OBS: 55931.5 z NULL  -8.306 10.047 nan -1.313
OBS: 55935.5 z NULL  -17.879 11.653 nan -0.708
OBS: 55946.6 z NULL  -0.239 9.448 nan -42.938
OBS: 55949.6 z NULL  10.471 17.853 -7.550 1.851
OBS: 55954.6 z NULL  8.403 11.873 -7.311 1.534
OBS: 55957.5 z NULL  -4.611 6.072 nan -1.430
OBS: 55959.5 z NULL  20.218 22.200 -8.264 1.192
OBS: 55961.3 z NULL  -6.437 12.871 nan -2.171
OBS: 55969.5 z NULL  -11.336 12.062 nan -1.155
OBS: 55972.6 z NULL  0.660 13.299 -4.549 21.881
OBS: 55983.3 z NULL  -7.479 15.262 nan -2.216
OBS: 55997.4 z NULL  17.095 11.742 -8.082 0.746
OBS: 55999.3 z NULL  59.995 18.803 -9.445 0.340
OBS: 56002.3 z NULL  114.135 18.772 -10.144 0.179
OBS: 56005.3 z NULL  187.703 11.204 -10.684 0.065
OBS: 56010.3 z NULL  233.386 17.652 -10.920 0.082
OBS: 56013.3 z NULL  264.457 16.854 -11.056 0.069
OBS: 56016.3 z NULL  300.126 15.715 -11.193 0.057
OBS: 56028.3 z NULL  231.526 14.707 -10.911 0.069
OBS: 56031.3 z NULL  212.007 11.369 -10.816 0.058
OBS: 56037.3 z NULL  162.569 19.492 -10.528 0.130
OBS: 56039.3 z NULL  154.020 13.968 -10.469 0.098
OBS: 56042.3 z NULL  142.947 11.932 -10.388 0.091
OBS: 56045.3 z NULL  99.378 13.650 -9.993 0.149
OBS: 56056.3 z NULL  43.783 79.498 -9.103 1.971
OBS: 56262.6 z NULL  0.848 42.747 -4.820 54.764
OBS: 56313.6 z NULL  11.266 6.578 -7.629 0.634
OBS: 56324.6 z NULL  -4.881 16.088 nan -3.579
OBS: 56333.5 z NULL  -24.732 10.409 nan -0.457
OBS: 56335.5 z NULL  18.631 9.171 -8.176 0.534
OBS: 56338.5 z NULL  0.474 11.672 -4.190 26.729
OBS: 56351.4 z NULL  -4.526 15.487 nan -3.715
OBS: 56353.3 z NULL  -19.116 14.546 nan -0.826
OBS: 56356.4 z NULL  2.981 12.464 -6.186 4.540
OBS: 56359.4 z NULL  20.238 14.351 -8.265 0.770
OBS: 56370.3 z NULL  2.451 7.208 -5.973 3.193
OBS: 56381.4 z NULL  -5.366 2178.439 nan -440.769
OBS: 56383.3 z NULL  0.672 11.161 -4.568 18.032
OBS: 56389.4 z NULL  -13.573 10.527 nan -0.842
OBS: 56397.3 z NULL  -49.318 27.705 nan -0.610
OBS: 56400.3 z NULL  12.775 26.007 -7.766 2.210
OBS: 56410.3 z NULL  9.368 9.103 -7.429 1.055
OBS: 56415.3 z NULL  -0.276 11.944 nan -46.987
OBS: 56423.3 z NULL  -1.996 11.567 nan -6.292
OBS: 56618.6 z NULL  -21.052 9.896 nan -0.510
OBS: 56624.6 z NULL  -3.242 9.571 nan -3.205
OBS: 56629.6 z NULL  3.136 7.754 -6.241 2.685
OBS: 56632.6 z NULL  1.819 7.664 -5.649 4.575
OBS: 56637.6 z NULL  5.950 7.888 -6.936 1.439
OBS: 56643.6 z NULL  -20.638 14.994 nan -0.789
OBS: 56657.6 z NULL  22.477 10.626 -8.379 0.513
OBS: 56659.6 z NULL  23.690 15.562 -8.436 0.713
OBS: 56662.6 z NULL  -10.251 8.636 nan -0.915
OBS: 56667.7 z NULL  -24.178 14.190 nan -0.637
OBS: 56681.5 z NULL  4.936 10.657 -6.733 2.344
OBS: 56754.3 z NULL  49.088 61.751 -9.227 1.366
END:
